cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,isosmiles,canonicalsmiles,inchikey,iupacname,exactmass,monoisotopicmass,charge,covalentunitcnt,isotopeatomcnt,totalatomstereocnt,definedatomstereocnt,undefinedatomstereocnt,totalbondstereocnt,definedbondstereocnt,undefinedbondstereocnt,pclidcnt,gpidcnt,gpfamilycnt,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
156472654,KRAS G12C inhibitor 18,"KRAS G12C inhibitor 18|2649788-45-2|SCHEMBL23496744|AKOS040757942|DA-64767|HY-132979|CS-0311439|4-[(13aS)-10-chloro-8-fluoro-6-oxo-2-prop-2-enoyl-1,3,4,12,13,13a-hexahydropyrazino[2,1-d][1,5]benzoxazocin-9-yl]-2-amino-1-benzothiophene-3-carbonitrile",511.000,C25H20ClFN4O3S,128.000,916.000,4.700,35,1,7,2,"InChI=1S/C25H20ClFN4O3S/c1-2-19(32)30-7-8-31-13(12-30)6-9-34-23-15(25(31)33)10-17(27)21(22(23)26)14-4-3-5-18-20(14)16(11-28)24(29)35-18/h2-5,10,13H,1,6-9,12,29H2/t13-/m0/s1",C=CC(=O)N1CCN2[C@H](C1)CCOC3=C(C(=C(C=C3C2=O)F)C4=C5C(=CC=C4)SC(=C5C#N)N)Cl,C=CC(=O)N1CCN2C(C1)CCOC3=C(C(=C(C=C3C2=O)F)C4=C5C(=CC=C4)SC(=C5C#N)N)Cl,FLOCSULDJZSEOQ-ZDUSSCGKSA-N,"4-[(13aS)-10-chloro-8-fluoro-6-oxo-2-prop-2-enoyl-1,3,4,12,13,13a-hexahydropyrazino[2,1-d][1,5]benzoxazocin-9-yl]-2-amino-1-benzothiophene-3-carbonitrile",510.093,510.093,0,1,0,1,1,0,0,0,0,0,3,1,"",Classification|Patents,2,"",20210821,"AbaChemScene|AKos Consulting & Solutions|BOC Sciences|Debye Scientific Co., Ltd|Google Patents|InvivoChem|MedChemexpress MCE|PATENTSCOPE (WIPO)|SureChEMBL|TargetMol",Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,""
156472638,KRAS G12C inhibitor 19,"KRAS G12C inhibitor 19|2649788-46-3|Olomorasib|LY3537982|2-Amino-4-[(4aS)-8-chloro-10-fluoro-2,3,4,4a,5,6-hexahydro-12-oxo-3-(1-oxo-2-propen-1-yl)-1H,12H-pyrazino[2,1-d][1,5]benzoxazocin-9-yl]-7-fluorobenzo[b]thiophene-3-carbonitrile|OLOMORASIB [USAN]|C2VJ83PSN7|SCHEMBL23496727|(4R)-2-Amino-4-[(4aS)-8-chloro-10-fluoro-2,3,4,4a,5,6-hexahydro-12-oxo-3-(1-oxo-2-propen-1-yl)-1H,12H-pyrazino[2,1-d][1,5]benzoxazocin-9-yl]-7-fluorobenzo[b]thiophene-3-carbonitrile|EX-A6653|NSC853962|AKOS040757943|NSC-853962|DA-64768|HY-132980|CS-0311440|LY-3537982|F78016|2-amino-4-[(4aS)-8-chloro-10-fluoro-2,3,4,4a,5,6-hexahydro-12-oxo-3-(1-oxo-2-propen-1-yl)-1H,12H-pyrazino[2,1-d][1,5]benzoxazocin-9-yl]-7-fluoro-Benzo[b]thiophene-3-carbonitrile|2-Amino-4-[(4R)-8-chloro-10-fluoro-12-oxo-3-(prop-2-enoyl)-2,3,4,4a,5,6-hexahydro-1H,12H-pyrazino[2,1-d][1,5]benzoxazocin-9-yl]-7-fluoro-1-benzothiophene-3-carbonitrile|4-((S)-3-ACRYLOYL-8-CHLORO-10-FLUORO-12-OXO-2,3,4,4A,5,6-HEXAHYDRO-1H,12H-BENZO[B]PYRAZINO[1,2-E][1,5]OXAZOCIN-9-YL)-2-AMINO-7-FLUOROBENZO[B]THIOPHENE-3-CARBONITRILE|4-[(13aS)-10-chloro-8-fluoro-6-oxo-2-prop-2-enoyl-1,3,4,12,13,13a-hexahydropyrazino[2,1-d][1,5]benzoxazocin-9-yl]-2-amino-7-fluoro-1-benzothiophene-3-carbonitrile|Benzo[b]thiophene-3-carbonitrile, 2-amino-4-[(4aS)-8-chloro-10-fluoro-2,3,4,4a,5,6-hexahydro-12-oxo-3-(1-oxo-2-propen-1-yl)-1H,12H-pyrazino[2,1-d][1,5]benzoxazocin-9-yl]-7-fluoro-, (4R)-",529.000,C25H19ClF2N4O3S,128.000,952.000,4.800,36,1,8,2,"InChI=1S/C25H19ClF2N4O3S/c1-2-18(33)31-6-7-32-12(11-31)5-8-35-22-14(25(32)34)9-17(28)20(21(22)26)13-3-4-16(27)23-19(13)15(10-29)24(30)36-23/h2-4,9,12H,1,5-8,11,30H2/t12-/m0/s1",C=CC(=O)N1CCN2[C@H](C1)CCOC3=C(C(=C(C=C3C2=O)F)C4=C5C(=C(SC5=C(C=C4)F)N)C#N)Cl,C=CC(=O)N1CCN2C(C1)CCOC3=C(C(=C(C=C3C2=O)F)C4=C5C(=C(SC5=C(C=C4)F)N)C#N)Cl,OZUPICRWMLEFCS-LBPRGKRZSA-N,"4-[(13aS)-10-chloro-8-fluoro-6-oxo-2-prop-2-enoyl-1,3,4,12,13,13a-hexahydropyrazino[2,1-d][1,5]benzoxazocin-9-yl]-2-amino-7-fluoro-1-benzothiophene-3-carbonitrile",528.083,528.083,0,1,0,1,1,0,0,0,0,0,1,1,"",Classification|Drug and Medication Information|Patents,3,"",20210821,"10X CHEM|A2B Chem|AA BLOCKS|AbaChemScene|AKos Consulting & Solutions|Amadis Chemical|AstaTech, Inc.|BLD Pharm|BOC Sciences|Chem-Space.com Database|Debye Scientific Co., Ltd|DTP/NCI|Excenen Pharmatech|FDA Global Substance Registration System (GSRS)|Google Patents|InvivoChem|Mcule|MedChemexpress MCE|MolPort|PATENTSCOPE (WIPO)|SureChEMBL|TargetMol",Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,""
156461328,KRAS G12C inhibitor 26,"KRAS G12C inhibitor 26|2648584-52-3|SCHEMBL23481500|DA-54667|HY-142457|CS-0372422|2-[(2S)-1-(2-fluoroprop-2-enoyl)-4-[(7S)-2-[[(2S)-1-methylpyrrolidin-2-yl]methoxy]-7-[2-(trifluoromethyl)phenyl]-7,8-dihydro-5H-pyrano[4,3-d]pyrimidin-4-yl]piperazin-2-yl]acetonitrile",588.600,C29H32F4N6O3,94.800,1020.000,3.600,42,0,12,7,"InChI=1S/C29H32F4N6O3/c1-18(30)27(40)39-13-12-38(15-19(39)9-10-34)26-22-17-41-25(21-7-3-4-8-23(21)29(31,32)33)14-24(22)35-28(36-26)42-16-20-6-5-11-37(20)2/h3-4,7-8,19-20,25H,1,5-6,9,11-17H2,2H3/t19-,20-,25-/m0/s1",CN1CCC[C@H]1COC2=NC3=C(CO[C@@H](C3)C4=CC=CC=C4C(F)(F)F)C(=N2)N5CCN([C@H](C5)CC#N)C(=O)C(=C)F,CN1CCCC1COC2=NC3=C(COC(C3)C4=CC=CC=C4C(F)(F)F)C(=N2)N5CCN(C(C5)CC#N)C(=O)C(=C)F,QHAKQJHNFQRVOF-RLSLOFABSA-N,"2-[(2S)-1-(2-fluoroprop-2-enoyl)-4-[(7S)-2-[[(2S)-1-methylpyrrolidin-2-yl]methoxy]-7-[2-(trifluoromethyl)phenyl]-7,8-dihydro-5H-pyrano[4,3-d]pyrimidin-4-yl]piperazin-2-yl]acetonitrile",588.247,588.247,0,1,0,3,3,0,0,0,0,0,2,1,"",Classification|Patents,2,"",20210821,"AbaChemScene|BLD Pharm|Debye Scientific Co., Ltd|InvivoChem|MedChemexpress MCE|PATENTSCOPE (WIPO)|SureChEMBL",Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,""
156461319,KRAS G12C inhibitor 27,"KRAS G12C inhibitor 27|2648584-51-2|SCHEMBL23481490|DA-54668|HY-142458|CS-0372427|2-[(2S)-1-(2-fluoroprop-2-enoyl)-4-[(7R)-2-[[(2S)-1-methylpyrrolidin-2-yl]methoxy]-7-[2-(trifluoromethyl)phenyl]-7,8-dihydro-5H-pyrano[4,3-d]pyrimidin-4-yl]piperazin-2-yl]acetonitrile",588.600,C29H32F4N6O3,94.800,1020.000,3.600,42,0,12,7,"InChI=1S/C29H32F4N6O3/c1-18(30)27(40)39-13-12-38(15-19(39)9-10-34)26-22-17-41-25(21-7-3-4-8-23(21)29(31,32)33)14-24(22)35-28(36-26)42-16-20-6-5-11-37(20)2/h3-4,7-8,19-20,25H,1,5-6,9,11-17H2,2H3/t19-,20-,25+/m0/s1",CN1CCC[C@H]1COC2=NC3=C(CO[C@H](C3)C4=CC=CC=C4C(F)(F)F)C(=N2)N5CCN([C@H](C5)CC#N)C(=O)C(=C)F,CN1CCCC1COC2=NC3=C(COC(C3)C4=CC=CC=C4C(F)(F)F)C(=N2)N5CCN(C(C5)CC#N)C(=O)C(=C)F,QHAKQJHNFQRVOF-ZYLNGJIFSA-N,"2-[(2S)-1-(2-fluoroprop-2-enoyl)-4-[(7R)-2-[[(2S)-1-methylpyrrolidin-2-yl]methoxy]-7-[2-(trifluoromethyl)phenyl]-7,8-dihydro-5H-pyrano[4,3-d]pyrimidin-4-yl]piperazin-2-yl]acetonitrile",588.247,588.247,0,1,0,3,3,0,0,0,0,0,2,1,"",Classification|Patents,2,"",20210821,"AbaChemScene|BLD Pharm|Debye Scientific Co., Ltd|InvivoChem|MedChemexpress MCE|PATENTSCOPE (WIPO)|SureChEMBL",Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,""
156443495,KRAS G12C inhibitor 28,"KRAS G12C inhibitor 28|2649004-88-4|SCHEMBL23460319|DA-74790|HY-142460|CS-0372433|1-(4-dimethylphosphoryl-2-methyl-6-propan-2-ylphenyl)-6-fluoro-7-(2-fluoro-6-hydroxyphenyl)-4-[(2S)-2-methyl-4-prop-2-enoylpiperazin-1-yl]pyrido[2,3-d]pyrimidin-2-one",635.600,C33H36F2N5O4P,106.000,1210.000,4.000,45,1,7,6,"InChI=1S/C33H36F2N5O4P/c1-8-27(42)38-12-13-39(20(5)17-38)31-23-16-25(35)29(28-24(34)10-9-11-26(28)41)36-32(23)40(33(43)37-31)30-19(4)14-21(45(6,7)44)15-22(30)18(2)3/h8-11,14-16,18,20,41H,1,12-13,17H2,2-7H3/t20-/m0/s1",C[C@H]1CN(CCN1C2=NC(=O)N(C3=NC(=C(C=C32)F)C4=C(C=CC=C4F)O)C5=C(C=C(C=C5C)P(=O)(C)C)C(C)C)C(=O)C=C,CC1CN(CCN1C2=NC(=O)N(C3=NC(=C(C=C32)F)C4=C(C=CC=C4F)O)C5=C(C=C(C=C5C)P(=O)(C)C)C(C)C)C(=O)C=C,AULVAQHFJPQQED-FQEVSTJZSA-N,"1-(4-dimethylphosphoryl-2-methyl-6-propan-2-ylphenyl)-6-fluoro-7-(2-fluoro-6-hydroxyphenyl)-4-[(2S)-2-methyl-4-prop-2-enoylpiperazin-1-yl]pyrido[2,3-d]pyrimidin-2-one",635.247,635.247,0,1,0,1,1,0,0,0,0,0,1,1,"",Classification|Patents,2,"",20210821,"10X CHEM|A2B Chem|AbaChemScene|Amadis Chemical|BLD Pharm|Debye Scientific Co., Ltd|eNovation Chemicals|InvivoChem|Mcule|MedChemexpress MCE|MolPort|PATENTSCOPE (WIPO)|Probes & Drugs portal|SureChEMBL|TargetMol",Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,""
156303062,KRAS G12C inhibitor 20,"KRAS G12C inhibitor 20|2640858-10-0|SCHEMBL23282328|DA-54664|HY-145017|CS-0312203|2-[(2S)-4-[7-(8-chloronaphthalen-1-yl)-2-[[3-(methoxymethyl)-1-methylazetidin-3-yl]methoxy]-6,8-dihydro-5H-pyrido[3,4-d]pyrimidin-4-yl]-1-(2-fluoroprop-2-enoyl)piperazin-2-yl]acetonitrile",634.100,C33H37ClFN7O3,98.100,1120.000,4.200,45,0,10,9,"InChI=1S/C33H37ClFN7O3/c1-22(35)31(43)42-15-14-41(16-24(42)10-12-36)30-25-11-13-40(28-9-5-7-23-6-4-8-26(34)29(23)28)17-27(25)37-32(38-30)45-21-33(20-44-3)18-39(2)19-33/h4-9,24H,1,10-11,13-21H2,2-3H3/t24-/m0/s1",CN1CC(C1)(COC)COC2=NC3=C(CCN(C3)C4=CC=CC5=C4C(=CC=C5)Cl)C(=N2)N6CCN([C@H](C6)CC#N)C(=O)C(=C)F,CN1CC(C1)(COC)COC2=NC3=C(CCN(C3)C4=CC=CC5=C4C(=CC=C5)Cl)C(=N2)N6CCN(C(C6)CC#N)C(=O)C(=C)F,WGNKFEDTYNVQAY-DEOSSOPVSA-N,"2-[(2S)-4-[7-(8-chloronaphthalen-1-yl)-2-[[3-(methoxymethyl)-1-methylazetidin-3-yl]methoxy]-6,8-dihydro-5H-pyrido[3,4-d]pyrimidin-4-yl]-1-(2-fluoroprop-2-enoyl)piperazin-2-yl]acetonitrile",633.263,633.263,0,1,0,1,1,0,0,0,0,0,2,1,"",Classification|Patents,2,"",20210821,"AbaChemScene|BLD Pharm|BOC Sciences|Debye Scientific Co., Ltd|InvivoChem|MedChemexpress MCE|SureChEMBL|TargetMol",Chemical Vendors|Curation Efforts|Research and Development,""
156295495,KRAS G12C inhibitor 46,"KRAS G12C inhibitor 46|2573769-23-8|SCHEMBL23272791|DA-64775|HY-142948|CS-0374015|16,19-difluoro-22-[(2S)-2-methyl-4-prop-2-enoylpiperazin-1-yl]-3-propan-2-yl-1,4,11,23,26-pentazapentacyclo[16.6.2.02,7.012,17.021,25]hexacosa-2(7),3,5,12(17),13,15,18,20,22,25-decaen-24-one",585.600,C32H33F2N7O2,94.000,1090.000,4.300,43,1,7,3,"InChI=1S/C32H33F2N7O2/c1-5-25(42)39-14-15-40(19(4)17-39)30-21-16-23(34)28-26-22(33)9-6-10-24(26)35-12-7-8-20-11-13-36-27(18(2)3)29(20)41(31(21)37-28)32(43)38-30/h5-6,9-11,13,16,18-19,35H,1,7-8,12,14-15,17H2,2-4H3/t19-/m0/s1",C[C@H]1CN(CCN1C2=NC(=O)N3C4=C(CCCNC5=C(C(=CC=C5)F)C6=C(C=C2C3=N6)F)C=CN=C4C(C)C)C(=O)C=C,CC1CN(CCN1C2=NC(=O)N3C4=C(CCCNC5=C(C(=CC=C5)F)C6=C(C=C2C3=N6)F)C=CN=C4C(C)C)C(=O)C=C,FFCREROHVMKRFT-IBGZPJMESA-N,"16,19-difluoro-22-[(2S)-2-methyl-4-prop-2-enoylpiperazin-1-yl]-3-propan-2-yl-1,4,11,23,26-pentazapentacyclo[16.6.2.02,7.012,17.021,25]hexacosa-2(7),3,5,12(17),13,15,18,20,22,25-decaen-24-one",585.266,585.266,0,1,0,1,1,0,0,0,0,0,3,2,"",Classification|Patents,2,"",20210821,"AbaChemScene|Debye Scientific Co., Ltd|InvivoChem|MedChemexpress MCE|PATENTSCOPE (WIPO)|SureChEMBL|TargetMol",Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,""
154644326,KRAS G12C inhibitor 42,"KRAS G12C inhibitor 42|2454488-02-7|SCHEMBL22220331|DA-74797|HY-143598|CS-0373939|2-[(2S)-4-[8-fluoro-7-(8-methylnaphthalen-1-yl)-2-[[(2S)-1-methylpyrrolidin-2-yl]methoxy]pyrido[4,3-d]pyrimidin-4-yl]-1-prop-2-enoylpiperazin-2-yl]acetonitrile",579.700,C33H34FN7O2,98.500,1040.000,4.800,43,0,9,7,"InChI=1S/C33H34FN7O2/c1-4-27(42)41-17-16-40(19-23(41)13-14-35)32-26-18-36-30(25-12-6-10-22-9-5-8-21(2)28(22)25)29(34)31(26)37-33(38-32)43-20-24-11-7-15-39(24)3/h4-6,8-10,12,18,23-24H,1,7,11,13,15-17,19-20H2,2-3H3/t23-,24-/m0/s1",CC1=C2C(=CC=C1)C=CC=C2C3=NC=C4C(=C3F)N=C(N=C4N5CCN([C@H](C5)CC#N)C(=O)C=C)OC[C@@H]6CCCN6C,CC1=C2C(=CC=C1)C=CC=C2C3=NC=C4C(=C3F)N=C(N=C4N5CCN(C(C5)CC#N)C(=O)C=C)OCC6CCCN6C,JCIQWPCUVDTKAS-ZEQRLZLVSA-N,"2-[(2S)-4-[8-fluoro-7-(8-methylnaphthalen-1-yl)-2-[[(2S)-1-methylpyrrolidin-2-yl]methoxy]pyrido[4,3-d]pyrimidin-4-yl]-1-prop-2-enoylpiperazin-2-yl]acetonitrile",579.276,579.276,0,1,0,2,2,0,0,0,0,0,3,1,"",Classification|Patents,2,"",20200928,"AbaChemScene|BLD Pharm|Debye Scientific Co., Ltd|Google Patents|InvivoChem|MedChemexpress MCE|PATENTSCOPE (WIPO)|SureChEMBL|TargetMol",Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,""
146624881,Divarasib,"Divarasib|GDC-6036|2417987-45-0|GDC6036|Divarasib [INN]|RG6330|RG-6330|Gdc 6036|E6S21PVT91|1-[(3S)-4-[7-[6-amino-4-methyl-3-(trifluoromethyl)pyridin-2-yl]-6-chloro-8-fluoro-2-[[(2S)-1-methylpyrrolidin-2-yl]methoxy]quinazolin-4-yl]-3-methylpiperazin-1-yl]prop-2-en-1-one|RO7435846|1-((3S)-4-((7m)-7-(6-Amino-4-methyl-3-(trifluoromethyl)pyridin-2-yl)-6-chloro-8-fluoro-2-(((2S)-1-methylpyrrolidin-2-yl)methoxy)quinazolin-4-yl)-3-methylpiperazin-1-yl)prop-2-en-1-one|2-Propen-1-one, 1-((3S)-4-((7R)-7-(6-amino-4-methyl-3-(trifluoromethyl)-2-pyridinyl)-6-chloro-8-fluoro-2-(((2S)-1-methyl-2-pyrrolidinyl)methoxy)-4-quinazolinyl)-3-methyl-1-piperazinyl)-|2417917-17-8|1-((3S)-4-(7-(6-amino-4-methyl-3-(trifluoromethyl)pyridin-2-yl)-6-chloro-8-fluoro-2-(((2S)-1-methylpyrrolidin-2-yl)methoxy)quinazolin-4-yl)-3-methylpiperazin-1-yl)prop-2-en-1-one|1-{(3S)-4-[(7M)-7-[6-amino-4-methyl-3-(trifluoromethyl)pyridin-2-yl]-6-chloro-8-fluoro-2-{[(2S)-1-methylpyrrolidin-2-yl]methoxy}quinazolin-4-yl]-3-methylpiperazin-1-yl}prop-2-en-1-one|2-Propen-1-one, 1-[(3S)-4-[(7R)-7-[6-amino-4-methyl-3-(trifluoromethyl)-2-pyridinyl]-6-chloro-8-fluoro-2-[[(2S)-1-methyl-2-pyrrolidinyl]methoxy]-4-quinazolinyl]-3-methyl-1-piperazinyl]-|Divarasib [WHO-DD]|DIVARASIB [USAN]|UNII-E6S21PVT91|CHEMBL5095236|SCHEMBL22028856|GTPL11963|GDC 6036 [WHO-DD]|ZRBPIAWWRPFDPY-IRXDYDNUSA-N|BDBM535152|GLXC-25585|GLXC-27763|EX-A5694|US11236068, Example 17a|US11236068, Example 17b|KRAS G12C Inhibitor GDC-6036|NSC841802|AT41886|NSC-841802|MS-30794|HY-145928|CS-0435408|RO-7435846|1-((3S)-4-(7-(6-Amino-4-methyl-3-(trifluoromethyl)-2-pyridyl)-6-chloro-8-fluoro-2-(((2S)-1-methylpyrrolidin-2-yl)methoxy)quinazolin-4-yl)-3-methylpiperazin-1-yl)prop-2-en-1-one|1-((3S)-4-(7-(6-amino-4-methyl-3-(trifluoromethyl)pyridin-2-yl)-6-chloro-8-fluoro-2-(((S)-1-methylpyrrolidin-2-yl)methoxy)quinazolin-4-yl)-3-methylpiperazin-1-yl)prop-2-en-1-one|1-((S)-4-((R)-7-(6-Amino-4-methyl-3-(trifluoromethyl)pyridin-2-yl)-6-chloro-8-fluoro-2-(((S)-1-methylpyrrolidin-2-yl)methoxy)quinazolin-4-yl)-3-methylpiperazin-1-yl)prop-2-en-1-one|1-[(3S)-4-[(7R)-7-[6-Amino-4-methyl-3-(trifluoromethyl)-2-pyridinyl]-6-chloro-8-fluoro-2-[[(2S)-1-methyl-2-pyrrolidinyl]methoxy]-4-quinazolinyl]-3-methyl-1-piperazinyl]-2-propen-1-one",622.100,C29H32ClF4N7O2,101.000,997.000,5.400,43,1,12,6,"InChI=1S/C29H32ClF4N7O2/c1-5-21(42)40-9-10-41(16(3)13-40)27-18-12-19(30)22(26-23(29(32,33)34)15(2)11-20(35)36-26)24(31)25(18)37-28(38-27)43-14-17-7-6-8-39(17)4/h5,11-12,16-17H,1,6-10,13-14H2,2-4H3,(H2,35,36)/t16-,17-/m0/s1",C[C@H]1CN(CCN1C2=NC(=NC3=C(C(=C(C=C32)Cl)C4=C(C(=CC(=N4)N)C)C(F)(F)F)F)OC[C@@H]5CCCN5C)C(=O)C=C,CC1CN(CCN1C2=NC(=NC3=C(C(=C(C=C32)Cl)C4=C(C(=CC(=N4)N)C)C(F)(F)F)F)OCC5CCCN5C)C(=O)C=C,ZRBPIAWWRPFDPY-IRXDYDNUSA-N,1-[(3S)-4-[7-[6-amino-4-methyl-3-(trifluoromethyl)pyridin-2-yl]-6-chloro-8-fluoro-2-[[(2S)-1-methylpyrrolidin-2-yl]methoxy]quinazolin-4-yl]-3-methylpiperazin-1-yl]prop-2-en-1-one,621.224,621.224,0,1,0,2,2,0,0,0,0,3,12,6,"",Biological Test Results|Interactions and Pathways|Classification|Drug and Medication Information|Literature|Patents|Associated Disorders and Diseases|Biological Test Results: Active|Biological Test Results: Micromolar,9,1|3|5|7|9|13|15|19|21|23|25|29|33|35|37|39|41|43|45|47|49|53|55|59|65|67|71|73|77|79|81|83|85|89|91|93|95|97|99|101|103|105|107|109|113|115|119|121|123|125|129|131|133|137|139|141|143|145|1806303|1871172|1871173|1871174,20200627,"10X CHEM|A2B Chem|AbaChemScene|AbMole Bioscience|Allbio Pharm Co., Ltd|Amadis Chemical|Angel Pharmatech Ltd.|AstaTech, Inc.|Axon Medchem|BindingDB|BOC Sciences|ChEMBL|ChemIDplus|ChemShuttle|DTP/NCI|ECI Group, LCSB, University of Luxembourg|Excenen Pharmatech|FDA Global Substance Registration System (GSRS)|Glixx Labs Inc|Google Patents|InvivoChem|IUPHAR/BPS Guide to PHARMACOLOGY|Key Organics/BIONET|Mcule|MedChemexpress MCE|MolGenie|PATENTSCOPE (WIPO)|Probes & Drugs portal|PubChem Reference Collection|Starshine Chemical|SureChEMBL",Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,C274 - Antineoplastic Agent > C163758 - Targeted Therapy Agent > C1902 - Ras Inhibitor|C274 - Antineoplastic Agent > C2189 - Signal Transduction Inhibitor
139520657,KRAS G12C inhibitor 37,"KRAS G12C inhibitor 37|2241720-04-5|SCHEMBL21393650|AHOBXXAGZPGARY-UHFFFAOYSA-N|1-[7-[2-[3-(dimethylamino)azetidin-1-yl]-6-ethenyl-7-(5-methyl-1H-indazol-4-yl)-8-(2,2,2-trifluoroethoxy)quinazolin-4-yl]-2,7-diazaspiro[3.5]nonan-2-yl]prop-2-en-1-one|DA-64772|HY-143590|CS-0373903",660.700,C35H39F3N8O2,93.700,1180.000,6.300,48,1,11,8,"InChI=1S/C35H39F3N8O2/c1-6-22-14-24-30(31(48-20-35(36,37)38)29(22)28-21(3)8-9-26-25(28)15-39-42-26)40-33(45-16-23(17-45)43(4)5)41-32(24)44-12-10-34(11-13-44)18-46(19-34)27(47)7-2/h6-9,14-15,23H,1-2,10-13,16-20H2,3-5H3,(H,39,42)",CC1=C(C2=C(C=C1)NN=C2)C3=C(C4=C(C=C3C=C)C(=NC(=N4)N5CC(C5)N(C)C)N6CCC7(CC6)CN(C7)C(=O)C=C)OCC(F)(F)F,CC1=C(C2=C(C=C1)NN=C2)C3=C(C4=C(C=C3C=C)C(=NC(=N4)N5CC(C5)N(C)C)N6CCC7(CC6)CN(C7)C(=O)C=C)OCC(F)(F)F,AHOBXXAGZPGARY-UHFFFAOYSA-N,"1-[7-[2-[3-(dimethylamino)azetidin-1-yl]-6-ethenyl-7-(5-methyl-1H-indazol-4-yl)-8-(2,2,2-trifluoroethoxy)quinazolin-4-yl]-2,7-diazaspiro[3.5]nonan-2-yl]prop-2-en-1-one",660.315,660.315,0,1,0,0,0,0,0,0,0,0,6,2,"",Classification|Patents,2,"",20191102,"AbaChemScene|BLD Pharm|Debye Scientific Co., Ltd|ECI Group, LCSB, University of Luxembourg|Google Patents|InvivoChem|MedChemexpress MCE|MolGenie|PATENTSCOPE (WIPO)|SureChEMBL|TargetMol",Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,""
138911339,KRAS G12C inhibitor 13,KRAS G12C inhibitor 13|2241719-75-3|SCHEMBL21379069|MODIEPRURJWGTG-UHFFFAOYSA-N|AKOS040733537|DA-74787|HY-126292|CS-0101474,745.800,C40H46F3N7O4,109.000,1310.000,7.200,54,1,12,9,"InChI=1S/C40H46F3N7O4/c1-4-26-20-29-35(36(53-24-40(41,42)43)34(26)33-25(3)6-7-31-30(33)21-44-47-31)45-38(54-28-8-14-48(15-9-28)27-10-18-52-19-11-27)46-37(29)49-16-12-39(13-17-49)22-50(23-39)32(51)5-2/h4-7,20-21,27-28H,1-2,8-19,22-24H2,3H3,(H,44,47)",CC1=C(C2=C(C=C1)NN=C2)C3=C(C4=C(C=C3C=C)C(=NC(=N4)OC5CCN(CC5)C6CCOCC6)N7CCC8(CC7)CN(C8)C(=O)C=C)OCC(F)(F)F,CC1=C(C2=C(C=C1)NN=C2)C3=C(C4=C(C=C3C=C)C(=NC(=N4)OC5CCN(CC5)C6CCOCC6)N7CCC8(CC7)CN(C8)C(=O)C=C)OCC(F)(F)F,MODIEPRURJWGTG-UHFFFAOYSA-N,"1-[7-[6-ethenyl-7-(5-methyl-1H-indazol-4-yl)-2-[1-(oxan-4-yl)piperidin-4-yl]oxy-8-(2,2,2-trifluoroethoxy)quinazolin-4-yl]-2,7-diazaspiro[3.5]nonan-2-yl]prop-2-en-1-one",745.356,745.356,0,1,0,0,0,0,0,0,0,0,9,2,"",Classification|Patents,2,"",20190902,"A2B Chem|AA BLOCKS|AbaChemScene|AKos Consulting & Solutions|BOC Sciences|CymitQuimica|Debye Scientific Co., Ltd|ECI Group, LCSB, University of Luxembourg|Google Patents|Lan Pharmatech|Mcule|MedChemexpress MCE|MolGenie|PATENTSCOPE (WIPO)|SureChEMBL|TargetMol",Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development,""
